Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
32,Non-Travel,102,Human Resources,14,3,Other,1,1108,1,Male,48,4,2,Research Scientist,1,Divorced,4564,14126,7,Y,Yes,22,4,4,80,3,10,2,3,1,1,1,1,No
44,Non-Travel,308,Human Resources,24,5,Life Sciences,1,1109,2,Female,76,2,4,Research Director,1,Married,3960,24936,8,Y,No,13,3,1,80,2,13,4,1,3,3,2,3,Yes
34,Travel_Rarely,1310,Human Resources,18,4,Technical Degree,1,1110,4,Female,48,4,4,Sales Executive,3,Single,8270,9983,4,Y,No,22,3,4,80,2,6,4,3,1,1,1,1,Yes
25,Travel_Frequently,465,Human Resources,4,1,Other,1,1111,3,Female,98,4,1,Sales Executive,3,Single,2877,6758,0,Y,Yes,22,3,3,80,2,15,1,3,2,2,1,1,No
53,Non-Travel,1362,Human Resources,4,5,Medical,1,1112,4,Male,88,3,1,Healthcare Representative,1,Married,7966,15899,2,Y,No,11,3,4,80,3,11,6,2,10,1,0,0,Yes
55,Travel_Rarely,135,Research & Development,26,5,Medical,1,1113,2,Female,60,2,2,Manufacturing Director,4,Single,7616,10009,8,Y,No,24,3,2,80,1,4,3,4,2,2,1,0,No
20,Non-Travel,345,Research & Development,13,5,Medical,1,1114,3,Male,64,3,5,Laboratory Technician,2,Single,8063,3947,3,Y,Yes,23,4,3,80,2,16,6,4,2,2,2,2,No
19,Non-Travel,981,Sales,19,5,Medical,1,1115,1,Female,63,4,4,Healthcare Representative,3,Single,2902,23117,0,Y,Yes,21,3,1,80,2,4,5,3,4,2,2,4,No
38,Non-Travel,401,Human Resources,29,3,Marketing,1,1116,3,Female,90,3,1,Human Resources,3,Single,5113,12462,7,Y,No,13,3,4,80,2,8,4,2,2,2,1,1,No
53,Travel_Frequently,897,Human Resources,22,4,Technical Degree,1,1117,1,Female,55,3,3,Sales Executive,3,Married,2708,22379,8,Y,Yes,23,3,3,80,1,19,2,1,6,1,0,0,Yes
38,Travel_Frequently,1247,Research & Development,5,5,Human Resources,1,1118,2,Male,82,3,5,Research Director,3,Divorced,3232,12572,2,Y,Yes,21,3,1,80,1,9,4,1,7,1,0,0,Yes
47,Travel_Frequently,473,Research & Development,16,5,Marketing,1,1119,1,Male,63,2,4,Human Resources,3,Married,3077,16739,0,Y,Yes,14,4,1,80,0,19,2,3,6,1,0,1,Yes
23,Non-Travel,228,Human Resources,18,3,Medical,1,1120,2,Female,81,4,1,Sales Executive,2,Single,13977,16251,1,Y,Yes,17,4,3,80,0,14,5,4,3,1,0,0,Yes
50,Travel_Rarely,792,Research & Development,17,1,Other,1,1121,3,Male,68,2,5,Healthcare Representative,4,Single,2792,26643,7,Y,No,21,4,3,80,3,17,6,2,12,1,1,0,No
58,Travel_Frequently,1251,Sales,8,1,Medical,1,1122,4,Male,64,2,4,Manager,2,Married,3137,26523,7,Y,Yes,11,4,1,80,1,14,1,4,1,1,1,1,No
35,Non-Travel,914,Sales,24,2,Medical,1,1123,4,Male,40,4,3,Manager,1,Divorced,3631,24009,1,Y,No,22,4,1,80,2,12,3,2,2,2,1,0,No
39,Non-Travel,484,Human Resources,8,1,Life Sciences,1,1124,4,Male,97,2,5,Research Director,2,Single,3354,20952,8,Y,Yes,20,3,3,80,1,13,0,1,2,2,2,2,Yes
20,Travel_Rarely,531,Human Resources,7,2,Life Sciences,1,1125,3,Female,69,4,3,Research Scientist,4,Single,3109,4221,6,Y,No,23,3,1,80,0,17,1,1,5,1,2,2,No
38,Travel_Rarely,814,Research & Development,7,1,Other,1,1126,2,Male,44,4,1,Research Scientist,4,Divorced,9042,22362,4,Y,Yes,13,3,4,80,1,8,6,4,1,1,1,0,Yes
49,Travel_Rarely,310,Research & Development,8,2,Human Resources,1,1127,3,Female,99,4,3,Sales Representative,4,Single,6807,14232,2,Y,Yes,12,3,2,80,1,11,1,3,4,1,0,1,No
35,Non-Travel,1384,Research & Development,14,1,Human Resources,1,1128,2,Male,87,2,2,Sales Representative,2,Married,2072,3870,5,Y,Yes,19,3,3,80,0,14,0,2,1,1,1,1,Yes
52,Travel_Rarely,178,Research & Development,29,5,Life Sciences,1,1129,1,Male,55,3,1,Manufacturing Director,3,Divorced,6881,6286,3,Y,Yes,25,3,2,80,0,6,6,2,5,2,2,0,No
28,Non-Travel,1086,Sales,26,5,Human Resources,1,1130,3,Female,37,2,3,Laboratory Technician,3,Married,6461,25190,9,Y,No,22,3,1,80,1,14,5,3,5,3,0,2,No
50,Travel_Rarely,1104,Human Resources,16,4,Medical,1,1131,2,Male,35,2,3,Research Director,4,Single,3855,26114,1,Y,Yes,13,3,4,80,1,11,0,4,4,2,1,4,Yes
58,Non-Travel,677,Human Resources,10,5,Other,1,1132,1,Female,92,4,2,Sales Representative,4,Married,4900,19806,6,Y,Yes,18,3,2,80,1,6,6,1,1,1,1,0,Yes
38,Travel_Frequently,727,Research & Development,21,4,Marketing,1,1133,4,Male,62,3,4,Manager,3,Divorced,4094,8486,2,Y,Yes,19,3,4,80,1,11,5,2,1,1,0,1,Yes
19,Travel_Rarely,1040,Human Resources,13,2,Technical Degree,1,1134,3,Female,42,3,1,Human Resources,4,Single,2590,7361,4,Y,Yes,12,4,1,80,2,10,5,1,2,2,2,2,No
57,Travel_Frequently,222,Sales,3,2,Medical,1,1135,4,Female,61,4,5,Research Scientist,1,Divorced,3899,9494,6,Y,No,21,4,4,80,3,1,0,2,1,1,1,0,No
19,Non-Travel,1152,Research & Development,11,2,Marketing,1,1136,3,Female,33,1,4,Manager,4,Married,9119,6137,2,Y,Yes,23,4,4,80,0,9,2,1,2,1,0,2,Yes
28,Travel_Rarely,615,Sales,5,2,Life Sciences,1,1137,1,Male,73,1,5,Research Director,4,Divorced,11006,23545,4,Y,Yes,13,3,4,80,3,8,3,3,5,2,1,5,No
29,Travel_Frequently,129,Sales,23,5,Other,1,1138,3,Female,88,2,2,Manufacturing Director,2,Divorced,4184,2753,3,Y,No,11,4,1,80,2,8,1,3,3,2,3,2,Yes
48,Travel_Frequently,1102,Sales,17,2,Life Sciences,1,1139,4,Male,35,4,3,Sales Executive,3,Married,5093,3958,1,Y,Yes,18,3,4,80,0,14,2,2,1,1,0,1,Yes
34,Travel_Frequently,214,Sales,26,2,Medical,1,1140,2,Female,90,1,4,Healthcare Representative,1,Single,14416,4673,3,Y,Yes,22,3,1,80,2,3,2,1,1,1,0,0,Yes
38,Travel_Rarely,691,Research & Development,12,4,Marketing,1,1141,2,Male,83,4,1,Laboratory Technician,4,Married,2988,9242,5,Y,Yes,14,3,1,80,1,16,5,4,5,5,0,5,Yes
56,Travel_Frequently,1282,Sales,2,5,Life Sciences,1,1142,2,Male,71,3,5,Laboratory Technician,2,Divorced,2848,18099,2,Y,Yes,24,3,1,80,0,4,1,2,2,2,2,2,Yes
21,Travel_Rarely,832,Sales,18,5,Marketing,1,1143,4,Female,72,1,3,Manager,4,Single,5797,22122,4,Y,No,20,3,1,80,1,9,1,1,2,1,2,2,No
31,Non-Travel,498,Human Resources,29,3,Human Resources,1,1144,4,Female,44,1,2,Laboratory Technician,3,Divorced,4823,23950,0,Y,Yes,17,3,2,80,3,4,6,4,1,1,1,0,Yes
35,Travel_Rarely,330,Sales,8,3,Human Resources,1,1145,1,Female,33,4,3,Manufacturing Director,4,Divorced,3804,4784,3,Y,No,20,4,2,80,0,14,2,4,4,1,1,3,No
30,Travel_Rarely,1294,Research & Development,26,1,Human Resources,1,1146,2,Male,75,2,4,Manufacturing Director,1,Divorced,5454,6807,5,Y,No,21,3,1,80,2,16,4,2,6,2,1,2,No
40,Travel_Rarely,1154,Research & Development,11,3,Other,1,1147,1,Female,65,3,4,Manufacturing Director,3,Single,4982,24900,3,Y,No,24,4,2,80,2,8,4,4,2,2,2,1,Yes
32,Non-Travel,384,Sales,6,2,Human Resources,1,1148,3,Male,57,1,1,Research Director,4,Single,5772,15679,5,Y,No,19,3,1,80,2,13,0,2,6,1,0,5,No
42,Travel_Frequently,303,Human Resources,16,2,Technical Degree,1,1149,1,Female,87,4,2,Human Resources,4,Single,3229,24166,6,Y,No,17,4,4,80,0,4,5,4,3,2,3,3,No
41,Non-Travel,1457,Human Resources,26,4,Technical Degree,1,1150,4,Female,44,4,5,Research Director,1,Married,3806,26086,8,Y,No,18,3,4,80,1,12,4,2,4,2,1,4,No
30,Travel_Rarely,956,Human Resources,20,1,Medical,1,1151,2,Male,48,4,5,Sales Executive,4,Married,4330,17234,8,Y,Yes,22,3,1,80,3,30,5,4,24,1,1,7,Yes
51,Travel_Frequently,874,Research & Development,17,4,Human Resources,1,1152,1,Male,76,4,4,Sales Representative,3,Married,3012,25926,5,Y,No,25,4,1,80,3,8,5,2,3,2,0,2,No
44,Travel_Frequently,481,Sales,8,1,Technical Degree,1,1153,3,Female,63,3,1,Research Scientist,2,Single,4895,24499,6,Y,Yes,17,4,2,80,0,4,2,1,4,1,1,4,Yes
38,Travel_Frequently,446,Human Resources,24,5,Technical Degree,1,1154,2,Female,72,4,2,Manager,4,Married,2697,13991,5,Y,No,20,4,3,80,2,19,4,2,6,6,2,0,Yes
38,Travel_Frequently,339,Research & Development,20,1,Technical Degree,1,1155,3,Male,34,1,2,Manager,1,Single,3309,5791,0,Y,No,24,3,1,80,3,10,5,3,2,1,0,2,Yes
51,Travel_Frequently,1187,Human Resources,5,3,Life Sciences,1,1156,1,Female,97,3,5,Research Scientist,1,Divorced,5129,2340,6,Y,Yes,11,3,4,80,2,13,5,1,4,1,4,1,No
40,Travel_Rarely,219,Sales,28,3,Life Sciences,1,1157,1,Female,61,1,4,Research Scientist,1,Single,4531,10484,2,Y,Yes,22,3,4,80,0,7,2,3,4,4,1,1,Yes
58,Travel_Frequently,953,Human Resources,14,4,Marketing,1,1158,2,Female,94,4,4,Manager,2,Single,4142,23928,9,Y,Yes,15,4,2,80,0,9,2,4,4,1,4,4,No
42,Travel_Frequently,293,Human Resources,12,3,Life Sciences,1,1159,2,Female,36,1,2,Human Resources,2,Married,6296,7044,3,Y,No,11,3,3,80,1,15,6,1,4,1,4,2,No
51,Non-Travel,1425,Research & Development,11,5,Other,1,1160,3,Male,90,4,2,Sales Representative,2,Married,6246,3642,5,Y,Yes,15,3,4,80,0,14,6,1,2,2,2,2,No
22,Non-Travel,153,Sales,7,2,Other,1,1161,4,Male,64,4,1,Manufacturing Director,1,Married,5923,23664,9,Y,Yes,19,3,3,80,0,8,1,1,8,4,4,2,Yes
25,Non-Travel,1159,Human Resources,24,4,Technical Degree,1,1162,4,Female,88,3,4,Research Director,3,Single,3834,22232,5,Y,No,17,3,1,80,2,14,5,2,1,1,1,0,No
50,Travel_Rarely,282,Research & Development,4,2,Technical Degree,1,1163,1,Female,94,1,5,Sales Representative,1,Divorced,5150,14018,9,Y,Yes,23,3,1,80,2,8,0,2,2,2,0,0,Yes
48,Travel_Frequently,660,Human Resources,26,3,Other,1,1164,3,Male,76,1,3,Laboratory Technician,1,Married,4486,14657,3,Y,No,14,3,4,80,1,9,4,4,2,1,1,0,Yes
25,Non-Travel,1024,Research & Development,3,4,Technical Degree,1,1165,3,Female,61,3,2,Sales Representative,4,Married,3191,20254,5,Y,Yes,20,3,2,80,1,15,4,4,2,2,2,1,No
19,Travel_Rarely,1089,Sales,2,1,Marketing,1,1166,4,Female,51,4,5,Laboratory Technician,3,Married,2146,8780,3,Y,Yes,23,3,3,80,0,7,5,3,4,1,1,1,No
57,Travel_Frequently,1410,Sales,12,4,Medical,1,1167,2,Female,47,1,3,Human Resources,2,Single,5910,5322,8,Y,No,24,3,1,80,2,16,1,4,6,3,1,2,No
36,Travel_Rarely,1242,Research & Development,10,2,Medical,1,1168,4,Male,68,2,3,Healthcare Representative,2,Divorced,16048,26962,6,Y,Yes,23,4,1,80,3,13,5,1,1,1,1,1,Yes
60,Travel_Rarely,1043,Human Resources,25,3,Medical,1,1169,2,Male,33,2,3,Research Director,3,Single,4620,23493,7,Y,No,23,4,2,80,0,8,3,1,4,4,0,3,Yes
37,Non-Travel,693,Sales,9,4,Human Resources,1,1170,2,Male,53,1,3,Healthcare Representative,2,Married,6422,6999,6,Y,Yes,24,3,3,80,3,10,3,2,1,1,1,1,Yes
29,Travel_Frequently,1072,Sales,9,5,Technical Degree,1,1171,2,Female,36,4,3,Laboratory Technician,3,Single,6110,8998,7,Y,Yes,18,4,3,80,0,12,4,3,4,2,0,3,Yes
20,Non-Travel,1385,Research & Development,22,1,Life Sciences,1,1172,1,Female,31,2,4,Research Director,1,Single,4288,15673,8,Y,Yes,14,3,4,80,1,2,5,3,1,1,1,1,No
60,Non-Travel,906,Research & Development,3,3,Other,1,1173,3,Female,62,3,2,Sales Representative,2,Single,6474,10716,7,Y,No,15,3,3,80,2,11,2,2,5,3,5,0,No
57,Travel_Frequently,1330,Human Resources,3,2,Medical,1,1174,3,Male,58,4,3,Research Director,3,Single,2980,4057,7,Y,No,22,4,2,80,0,17,6,2,3,3,0,2,Yes
23,Non-Travel,1449,Research & Development,18,4,Marketing,1,1175,2,Female,66,2,1,Manufacturing Director,1,Married,2883,11973,5,Y,No,16,3,4,80,3,3,0,2,1,1,1,0,Yes
56,Travel_Frequently,693,Human Resources,22,4,Other,1,1176,3,Female,60,4,3,Research Scientist,4,Married,4752,17740,6,Y,No,14,3,2,80,0,10,0,3,5,2,2,0,No
29,Travel_Rarely,441,Sales,26,4,Medical,1,1177,2,Female,98,4,2,Sales Representative,1,Married,5133,18461,6,Y,No,17,4,2,80,3,9,4,2,2,1,1,1,No
53,Travel_Frequently,1415,Sales,23,5,Other,1,1178,3,Male,36,3,2,Research Scientist,1,Single,4333,4553,1,Y,Yes,15,4,2,80,3,13,2,2,1,1,0,1,Yes
58,Travel_Frequently,628,Human Resources,25,1,Other,1,1179,2,Male,77,3,5,Human Resources,3,Divorced,3775,2667,0,Y,Yes,15,3,3,80,0,17,4,1,3,3,0,2,No
48,Travel_Rarely,200,Research & Development,16,1,Marketing,1,1180,3,Male,62,1,4,Human Resources,3,Single,3518,23088,1,Y,No,24,4,4,80,0,15,5,1,9,3,0,2,No
52,Travel_Rarely,301,Sales,18,2,Human Resources,1,1181,1,Male,95,3,2,Healthcare Representative,3,Married,3394,19101,8,Y,Yes,18,3,2,80,2,16,1,3,2,2,2,2,Yes
52,Travel_Frequently,1441,Human Resources,14,3,Marketing,1,1182,1,Female,51,4,1,Research Director,4,Single,1999,24963,7,Y,No,21,4,1,80,1,15,3,1,1,1,1,1,Yes
20,Non-Travel,892,Research & Development,1,1,Medical,1,1183,3,Female,59,1,5,Research Scientist,4,Divorced,3203,17419,8,Y,No,16,3,1,80,3,8,6,1,4,1,0,3,No
48,Non-Travel,1030,Sales,22,2,Other,1,1184,2,Male,35,4,5,Research Scientist,2,Divorced,8207,13326,7,Y,No,22,3,1,80,0,8,3,2,2,2,2,0,Yes
47,Travel_Rarely,1379,Research & Development,11,5,Life Sciences,1,1185,2,Male,48,4,3,Laboratory Technician,3,Single,5426,17930,6,Y,No,18,3,3,80,1,11,4,1,8,1,3,0,Yes
32,Travel_Rarely,182,Human Resources,29,5,Life Sciences,1,1186,2,Male,84,3,3,Sales Representative,3,Divorced,6245,11853,0,Y,No,19,3,1,80,1,14,6,4,1,1,1,0,Yes
28,Travel_Rarely,714,Research & Development,15,5,Other,1,1187,1,Male,35,3,1,Laboratory Technician,3,Divorced,3243,21727,7,Y,Yes,12,4,3,80,1,13,1,1,4,3,0,4,Yes
20,Non-Travel,342,Sales,15,1,Other,1,1188,2,Male,42,3,3,Human Resources,4,Married,9679,25313,4,Y,No,24,3,4,80,0,6,6,4,1,1,0,1,No
45,Travel_Rarely,890,Human Resources,24,2,Technical Degree,1,1189,2,Male,84,4,5,Sales Executive,4,Single,5762,12322,7,Y,No,16,3,4,80,2,4,4,3,1,1,0,0,No
30,Travel_Rarely,855,Sales,1,1,Technical Degree,1,1190,2,Male,40,3,2,Research Scientist,3,Single,16827,26231,6,Y,No,14,4,1,80,3,12,6,1,2,1,2,0,No
32,Travel_Rarely,913,Human Resources,6,2,Life Sciences,1,1191,4,Male,56,4,3,Research Scientist,3,Divorced,7480,26395,2,Y,Yes,14,3,4,80,0,23,3,4,10,3,1,1,Yes
33,Travel_Frequently,1352,Human Resources,26,1,Marketing,1,1192,3,Male,41,1,5,Research Scientist,4,Divorced,3617,2522,5,Y,Yes,20,4,1,80,1,11,2,3,3,3,2,0,No
22,Travel_Rarely,1240,Research & Development,27,1,Medical,1,1193,3,Male,65,4,2,Sales Representative,1,Single,4406,16140,3,Y,No,22,3,2,80,0,9,3,2,2,2,2,1,Yes
46,Non-Travel,1353,Sales,24,5,Marketing,1,1194,4,Male,42,4,1,Sales Representative,3,Married,6858,25514,6,Y,Yes,11,4,1,80,1,20,0,3,10,2,7,2,No
32,Non-Travel,1401,Sales,25,3,Human Resources,1,1195,3,Female,46,2,3,Healthcare Representative,3,Single,6443,17055,7,Y,Yes,23,3,2,80,1,11,2,4,1,1,0,1,No
58,Non-Travel,133,Research & Development,1,3,Technical Degree,1,1196,1,Male,93,1,2,Healthcare Representative,2,Divorced,3341,16416,1,Y,Yes,25,3,4,80,1,15,5,4,10,1,0,0,Yes
57,Non-Travel,997,Sales,28,3,Other,1,1197,4,Female,51,2,4,Manager,4,Divorced,4199,8208,5,Y,Yes,12,3,3,80,1,8,0,2,6,1,0,6,Yes
28,Non-Travel,687,Human Resources,26,3,Technical Degree,1,1198,3,Male,55,3,3,Manager,1,Married,5518,9731,7,Y,Yes,25,4,4,80,2,13,1,3,10,1,2,7,No
54,Travel_Frequently,933,Human Resources,22,3,Human Resources,1,1199,4,Male,34,3,4,Research Director,2,Divorced,6526,4006,7,Y,Yes,14,4,1,80,2,11,0,2,1,1,1,1,Yes
24,Travel_Frequently,1477,Human Resources,14,5,Medical,1,1200,4,Female,39,3,4,Research Scientist,4,Single,11474,4819,3,Y,Yes,22,4,2,80,1,14,6,3,7,1,1,2,Yes
18,Travel_Frequently,225,Research & Development,25,4,Medical,1,1201,1,Male,59,2,3,Research Director,3,Married,4597,22068,7,Y,Yes,21,4,1,80,3,3,6,4,2,2,1,0,No
60,Non-Travel,761,Sales,5,4,Marketing,1,1202,1,Male,92,1,3,Research Director,1,Married,4207,12550,7,Y,No,22,3,1,80,2,12,6,1,3,2,3,1,No
50,Travel_Frequently,794,Sales,5,4,Other,1,1203,4,Female,30,2,2,Human Resources,4,Single,5031,13170,3,Y,Yes,24,3,2,80,2,22,6,2,16,9,1,6,No
42,Travel_Rarely,288,Research & Development,12,3,Medical,1,1204,4,Male,40,2,5,Manager,3,Divorced,7752,8377,7,Y,Yes,16,3,1,80,2,4,4,1,2,1,1,2,No
30,Non-Travel,1408,Human Resources,1,2,Technical Degree,1,1205,2,Female,40,3,3,Manufacturing Director,2,Single,4458,21102,7,Y,No,21,3,2,80,3,22,4,3,8,8,4,1,No
49,Travel_Rarely,456,Sales,23,1,Medical,1,1206,4,Male,76,2,5,Research Director,4,Divorced,9739,19441,7,Y,Yes,12,3,1,80,2,9,2,2,2,1,0,1,No
55,Travel_Rarely,950,Sales,28,3,Human Resources,1,1207,3,Male,40,3,5,Research Scientist,4,Single,5601,23606,2,Y,Yes,17,3,4,80,3,18,6,3,4,3,2,1,No
37,Travel_Rarely,1318,Research & Development,2,4,Other,1,1208,4,Male,53,4,1,Healthcare Representative,2,Single,7224,16837,2,Y,No,19,4,4,80,3,19,4,3,15,1,3,5,Yes
47,Travel_Frequently,938,Sales,24,2,Human Resources,1,1209,4,Female,90,3,5,Healthcare Representative,3,Divorced,3813,4430,5,Y,Yes,15,3,1,80,3,7,3,2,2,2,2,1,Yes
58,Travel_Frequently,1160,Research & Development,5,2,Technical Degree,1,1210,2,Female,35,1,3,Research Scientist,3,Single,7458,20038,7,Y,No,12,3,1,80,1,13,0,3,2,2,1,1,No
53,Travel_Rarely,370,Human Resources,21,3,Technical Degree,1,1211,3,Male,64,3,5,Sales Representative,1,Married,7022,14665,0,Y,No,12,3,1,80,0,4,2,4,1,1,1,0,No
38,Travel_Rarely,184,Research & Development,23,3,Human Resources,1,1212,4,Male,95,4,1,Human Resources,1,Married,8852,11045,7,Y,No,25,4,2,80,2,14,2,4,3,3,1,3,No
37,Travel_Frequently,586,Research & Development,17,4,Human Resources,1,1213,4,Female,47,1,4,Healthcare Representative,4,Single,5192,3858,2,Y,No,25,3,3,80,2,15,6,1,6,1,6,2,Yes
33,Travel_Rarely,1488,Research & Development,13,3,Medical,1,1214,4,Male,38,2,1,Manufacturing Director,1,Single,3903,13678,6,Y,No,13,3,1,80,3,4,2,2,2,2,0,2,No
44,Non-Travel,602,Research & Development,8,2,Marketing,1,1215,1,Female,30,2,2,Sales Representative,3,Married,8754,2893,9,Y,No,14,4,2,80,0,4,5,1,1,1,1,1,No
54,Travel_Frequently,976,Human Resources,4,3,Life Sciences,1,1216,1,Male,95,1,3,Research Scientist,4,Married,1787,6723,6,Y,Yes,20,3,2,80,1,6,3,2,1,1,0,0,Yes
18,Non-Travel,564,Research & Development,18,2,Marketing,1,1217,4,Female,73,3,4,Healthcare Representative,4,Divorced,3674,2563,9,Y,No,19,3,3,80,1,9,6,4,4,3,3,1,No
20,Travel_Frequently,1335,Human Resources,24,4,Other,1,1218,4,Male,61,4,4,Sales Representative,4,Single,1803,3042,4,Y,No,22,4,1,80,1,9,1,1,2,1,2,2,Yes
47,Non-Travel,476,Research & Development,28,5,Other,1,1219,4,Male,97,2,3,Sales Executive,3,Married,7308,9207,7,Y,No,24,4,2,80,3,6,5,3,4,3,4,0,No
29,Travel_Rarely,132,Sales,13,2,Human Resources,1,1220,4,Male,86,1,5,Healthcare Representative,1,Single,4583,11081,7,Y,Yes,16,3,1,80,3,13,1,4,11,2,0,5,No
19,Travel_Frequently,647,Human Resources,24,1,Other,1,1221,1,Male,93,2,4,Sales Representative,3,Divorced,5200,25823,0,Y,Yes,18,3,4,80,2,11,6,2,2,1,2,2,No
27,Travel_Frequently,369,Sales,10,1,Other,1,1222,4,Female,95,2,5,Sales Representative,1,Divorced,16296,17092,4,Y,No,14,3,1,80,0,11,1,2,7,2,2,0,No
39,Non-Travel,916,Human Resources,11,3,Life Sciences,1,1223,3,Male,39,3,2,Sales Representative,4,Divorced,4452,20756,6,Y,No,12,4,4,80,2,14,3,2,1,1,0,1,No
31,Non-Travel,1295,Research & Development,2,5,Technical Degree,1,1224,2,Female,83,3,5,Manufacturing Director,4,Single,4330,3360,8,Y,Yes,16,4,4,80,1,12,0,4,7,1,0,0,No
50,Travel_Rarely,783,Sales,9,5,Other,1,1225,1,Female,42,4,4,Research Scientist,2,Divorced,11434,26189,8,Y,No,12,4,4,80,0,10,2,3,5,1,1,0,No
31,Travel_Rarely,1473,Human Resources,27,1,Medical,1,1226,4,Female,59,4,2,Sales Representative,2,Single,3667,16108,4,Y,Yes,12,4,2,80,3,15,1,1,1,1,1,0,Yes
29,Travel_Rarely,729,Sales,1,1,Technical Degree,1,1227,4,Male,84,4,2,Human Resources,2,Single,10099,6778,2,Y,Yes,18,3,3,80,3,11,5,2,9,1,1,3,Yes
29,Travel_Frequently,599,Sales,27,4,Technical Degree,1,1228,4,Female,86,2,2,Manufacturing Director,1,Divorced,7673,17126,9,Y,Yes,25,4,4,80,1,10,2,3,4,2,4,1,No
58,Travel_Frequently,422,Sales,12,5,Life Sciences,1,1229,3,Female,90,3,1,Research Scientist,4,Single,2909,2789,5,Y,No,19,4,4,80,0,16,5,1,4,1,2,1,Yes
49,Travel_Frequently,784,Sales,1,3,Technical Degree,1,1230,1,Male,38,3,2,Manufacturing Director,3,Single,5585,12515,1,Y,Yes,20,3,1,80,3,14,4,3,6,1,1,2,Yes
21,Travel_Rarely,462,Sales,15,3,Medical,1,1231,4,Male,80,2,5,Sales Executive,1,Married,4792,13013,1,Y,No,16,3,3,80,1,5,0,4,4,4,0,1,No
54,Non-Travel,1182,Research & Development,10,1,Technical Degree,1,1232,4,Female,55,1,5,Manager,1,Married,5050,17783,3,Y,No,17,3,3,80,3,16,0,3,2,2,2,2,No
28,Non-Travel,845,Sales,28,5,Technical Degree,1,1233,4,Female,56,2,5,Manager,1,Divorced,11093,7781,8,Y,Yes,18,3,3,80,1,10,6,1,2,1,0,1,No
49,Travel_Rarely,800,Research & Development,29,1,Technical Degree,1,1234,4,Female,63,1,3,Research Scientist,2,Divorced,4966,10228,1,Y,Yes,11,3,3,80,2,18,0,1,5,2,1,0,Yes
57,Travel_Frequently,1443,Sales,21,4,Other,1,1235,2,Male,57,4,3,Human Resources,2,Married,5222,10032,3,Y,No,20,3,3,80,3,20,3,1,15,2,0,0,No
59,Non-Travel,999,Human Resources,12,2,Technical Degree,1,1236,3,Male,40,1,4,Research Director,3,Single,2506,10308,3,Y,No,23,3,2,80,3,9,3,4,2,1,2,2,Yes
53,Non-Travel,1219,Research & Development,7,1,Marketing,1,1237,3,Female,31,1,5,Sales Executive,1,Single,2377,19622,2,Y,No,16,3,3,80,1,7,4,1,5,5,0,2,Yes
46,Travel_Frequently,1482,Human Resources,23,4,Technical Degree,1,1238,2,Female,61,2,5,Research Scientist,4,Divorced,3282,4589,2,Y,Yes,20,4,3,80,1,4,3,2,2,1,2,0,No
60,Non-Travel,953,Research & Development,20,4,Medical,1,1239,2,Male,57,1,2,Manufacturing Director,2,Single,6411,19021,4,Y,No,16,4,4,80,3,14,6,3,4,1,2,4,No
48,Travel_Frequently,176,Research & Development,17,3,Medical,1,1240,1,Female,70,1,1,Human Resources,1,Single,3575,15223,1,Y,No,14,3,3,80,3,13,3,1,5,1,0,5,No
43,Travel_Rarely,452,Sales,11,4,Medical,1,1241,2,Male,96,3,5,Manufacturing Director,4,Single,11128,24169,3,Y,No,20,4,4,80,0,9,0,4,2,1,1,2,No
58,Travel_Frequently,673,Sales,18,5,Technical Degree,1,1242,1,Female,90,1,3,Laboratory Technician,3,Single,4454,20530,1,Y,No,17,4,3,80,3,8,4,1,2,2,1,0,No
53,Non-Travel,442,Human Resources,16,3,Medical,1,1243,3,Female,42,4,5,Research Scientist,1,Single,2987,26867,0,Y,No,12,3,2,80,2,14,5,1,10,3,1,0,No
37,Non-Travel,813,Human Resources,20,4,Marketing,1,1244,4,Female,82,3,2,Research Scientist,4,Divorced,4853,11870,3,Y,No,11,3,1,80,2,5,1,4,2,2,2,2,No
26,Travel_Rarely,866,Human Resources,21,5,Medical,1,1245,2,Female,63,1,2,Sales Representative,2,Single,5167,10779,4,Y,No,19,4,2,80,1,2,5,1,2,1,2,2,Yes
48,Non-Travel,1111,Sales,1,4,Human Resources,1,1246,3,Male,79,1,2,Manager,3,Divorced,3967,8611,7,Y,Yes,17,3,4,80,0,4,3,2,1,1,0,1,No
37,Travel_Frequently,1206,Sales,6,1,Human Resources,1,1247,3,Male,78,3,5,Manager,4,Married,9710,2305,6,Y,Yes,14,4,4,80,1,15,2,3,1,1,1,1,No
49,Travel_Frequently,179,Sales,14,1,Marketing,1,1248,4,Female,87,4,5,Sales Representative,4,Divorced,8602,16920,7,Y,Yes,25,3,2,80,1,12,3,4,5,2,2,0,No
53,Travel_Rarely,874,Human Resources,29,1,Technical Degree,1,1249,3,Male,45,3,1,Manufacturing Director,2,Divorced,5128,25757,8,Y,No,24,4,3,80,2,20,5,3,7,5,7,4,Yes
